Timestamp, ax, ay, az
1315255678515, 0.30276668765231973, 0.459771589378164, 0.6022652488838491
1315255678617, 0.8043184065097313, 0.9270191604993101, 0.29341915815794595
1315255678718, 0.591327356649463, 0.10005944213268869, 0.6475347239117993
1315255678818, 0.45290546721903013, 0.13673593657293526, 0.5340644806763961
1315255678919, 0.6261595977882014, 0.22247217750349335, 0.9364818758836841
1315255679020, 0.34410154806780624, 0.6413095751750834, 0.5969653150689166
1315255679120, 0.4863527701301319, 0.7925222035462945, 0.1174185590626271
1315255679221, 0.9496917681766176, 0.6049644178981803, 0.5629660379417449
1315255679322, 0.02983812356678406, 0.7774251415115436, 0.5619200131895855
1315255679422, 0.49179812638750453, 0.8732070926511568, 0.5926600242344789
1315255679523, 0.6226036829449338, 0.6306479148397492, 0.015098850551852894
1315255679624, 0.5810646237309435, 0.8475298569573689, 0.699894514011764
1315255679724, 0.9217931231555757, 0.4711845441135576, 0.5398335291889786
1315255679825, 0.8376699006992393, 0.9393087308787439, 0.1738004942853092
1315255679926, 0.8214006508181445, 0.17492811477322978, 0.540371777906041
1315255680026, 0.13994554222017463, 0.4363021050678775, 0.17435523505440131
1315255680127, 0.20678385877822014, 0.05943849619913166, 0.02960843045158945
1315255680228, 0.8593710185010313, 0.4066930334518911, 0.47589145933840216
1315255680328, 0.830327113035345, 0.02920051689372183, 0.44756034588450366
1315255680429, 0.12950183908366553, 0.8791175648755771, 0.3069694801276248
1315255680530, 0.33815253051345373, 0.3555394907157863, 0.6846036314656857
1315255680630, 0.4000048492347289, 0.17668187015797976, 0.6642927185698235
1315255680731, 0.4665171224187803, 0.2649975441745679, 0.9972521844058734
1315255680832, 0.7073369775754403, 0.9495703738780357, 0.9654117285594289
1315255680932, 0.4530597819768071, 0.19534280941179982, 0.008868993106524226
1315255681033, 0.8845011317908799, 0.19233661072365915, 0.9742403118829314
1315255681134, 0.33584134124830056, 0.6145195289327715, 0.29181242234812654
1315255681234, 0.38940943610655265, 0.6930740470875907, 0.2811891647352873
1315255681335, 0.6525116431196841, 0.27166708404967777, 0.25710805366378275
1315255681436, 0.28221732842143343, 0.8339894774498322, 0.3641729812101572
1315255681536, 0.010162612454962194, 0.41962803619803457, 0.40565131314462666
1315255681637, 0.7759783543692799, 0.13491984607961216, 0.18790202449280347
1315255681738, 0.5275880170030193, 0.09579280889086805, 0.8909156340445922
1315255681838, 0.5433953695542042, 0.13839936781490714, 0.12864663630747242
1315255681939, 0.5067473920802328, 0.8252328825144298, 0.8237662120494232
1315255682040, 0.8284766902051939, 0.20922252089370852, 0.6238496357145507
1315255682140, 0.16707177683149843, 0.8912663755845703, 0.6287364114138358
1315255682241, 0.3005801867401293, 0.14216101455551866, 0.6462211193955332
1315255682342, 0.46958202159099516, 0.550171681924501, 0.8983662380624375
1315255682442, 0.336562893150708, 0.5145575224151165, 0.8678237728245737
